Year,Period,Label,Value,12-Month % Change,Month
1989,M06,1989 Jun,128.5,4.5,6/30/1989
1989,M07,1989 Jul,129,4.6,7/31/1989
1989,M08,1989 Aug,129.3,4.4,8/31/1989
1989,M09,1989 Sep,130,4.3,9/30/1989
1989,M10,1989 Oct,130.9,4.3,10/31/1989
1989,M11,1989 Nov,131.3,4.4,11/30/1989
1989,M12,1989 Dec,131.5,4.4,12/31/1989
1990,M01,1990 Jan,132,4.4,1/31/1990
1990,M02,1990 Feb,132.8,4.6,2/28/1990
1990,M03,1990 Mar,133.9,4.9,3/31/1990
1990,M04,1990 Apr,134.2,4.8,4/30/1990
1990,M05,1990 May,134.4,4.8,5/31/1990
1990,M06,1990 Jun,134.8,4.9,6/30/1990
1990,M07,1990 Jul,135.5,5,7/31/1990
1990,M08,1990 Aug,136.4,5.5,8/31/1990
1990,M09,1990 Sep,137.2,5.5,9/30/1990
1990,M10,1990 Oct,137.8,5.3,10/31/1990
1990,M11,1990 Nov,138.2,5.3,11/30/1990
1990,M12,1990 Dec,138.3,5.2,12/31/1990
1991,M01,1991 Jan,139.4,5.6,1/31/1991
1991,M02,1991 Feb,140.3,5.6,2/28/1991
1991,M03,1991 Mar,140.9,5.2,3/31/1991
1991,M04,1991 Apr,141.1,5.1,4/30/1991
1991,M05,1991 May,141.3,5.1,5/31/1991
1991,M06,1991 Jun,141.5,5,6/30/1991
1991,M07,1991 Jul,142,4.8,7/31/1991
1991,M08,1991 Aug,142.7,4.6,8/31/1991
1991,M09,1991 Sep,143.4,4.5,9/30/1991
1991,M10,1991 Oct,143.9,4.4,10/31/1991
1991,M11,1991 Nov,144.4,4.5,11/30/1991
1991,M12,1991 Dec,144.4,4.4,12/31/1991
1992,M01,1992 Jan,144.9,3.9,1/31/1992
1992,M02,1992 Feb,145.6,3.8,2/29/1992
1992,M03,1992 Mar,146.4,3.9,3/31/1992
1992,M04,1992 Apr,146.6,3.9,4/30/1992
1992,M05,1992 May,146.7,3.8,5/31/1992
1992,M06,1992 Jun,146.9,3.8,6/30/1992
1992,M07,1992 Jul,147.3,3.7,7/31/1992
1992,M08,1992 Aug,147.7,3.5,8/31/1992
1992,M09,1992 Sep,148.1,3.3,9/30/1992
1992,M10,1992 Oct,149,3.5,10/31/1992
1992,M11,1992 Nov,149.3,3.4,11/30/1992
1992,M12,1992 Dec,149.2,3.3,12/31/1992
1993,M01,1993 Jan,149.9,3.5,1/31/1993
1993,M02,1993 Feb,150.8,3.6,2/28/1993
1993,M03,1993 Mar,151.4,3.4,3/31/1993
1993,M04,1993 Apr,151.7,3.5,4/30/1993
1993,M05,1993 May,151.7,3.4,5/31/1993
1993,M06,1993 Jun,151.8,3.3,6/30/1993
1993,M07,1993 Jul,152,3.2,7/31/1993
1993,M08,1993 Aug,152.6,3.3,8/31/1993
1993,M09,1993 Sep,152.9,3.2,9/30/1993
1993,M10,1993 Oct,153.5,3,10/31/1993
1993,M11,1993 Nov,153.9,3.1,11/30/1993
1993,M12,1993 Dec,153.9,3.2,12/31/1993
1994,M01,1994 Jan,154.3,2.9,1/31/1994
1994,M02,1994 Feb,155,2.8,2/28/1994
1994,M03,1994 Mar,155.8,2.9,3/31/1994
1994,M04,1994 Apr,155.9,2.8,4/30/1994
1994,M05,1994 May,156,2.8,5/31/1994
1994,M06,1994 Jun,156.2,2.9,6/30/1994
1994,M07,1994 Jul,156.4,2.9,7/31/1994
1994,M08,1994 Aug,157,2.9,8/31/1994
1994,M09,1994 Sep,157.5,3,9/30/1994
1994,M10,1994 Oct,158,2.9,10/31/1994
1994,M11,1994 Nov,158.2,2.8,11/30/1994
1994,M12,1994 Dec,157.9,2.6,12/31/1994
1995,M01,1995 Jan,158.7,2.9,1/31/1995
1995,M02,1995 Feb,159.6,3,2/28/1995
1995,M03,1995 Mar,160.4,3,3/31/1995
1995,M04,1995 Apr,160.7,3.1,4/30/1995
1995,M05,1995 May,160.8,3.1,5/31/1995
1995,M06,1995 Jun,160.9,3,6/30/1995
1995,M07,1995 Jul,161.1,3,7/31/1995
1995,M08,1995 Aug,161.6,2.9,8/31/1995
1995,M09,1995 Sep,162.1,2.9,9/30/1995
1995,M10,1995 Oct,162.8,3,10/31/1995
1995,M11,1995 Nov,163,3,11/30/1995
1995,M12,1995 Dec,162.7,3,12/31/1995
1996,M01,1996 Jan,163.4,3,1/31/1996
1996,M02,1996 Feb,164.2,2.9,2/29/1996
1996,M03,1996 Mar,164.9,2.8,3/31/1996
1996,M04,1996 Apr,165,2.7,4/30/1996
1996,M05,1996 May,165.1,2.7,5/31/1996
1996,M06,1996 Jun,165.2,2.7,6/30/1996
1996,M07,1996 Jul,165.5,2.7,7/31/1996
1996,M08,1996 Aug,165.8,2.6,8/31/1996
1996,M09,1996 Sep,166.4,2.7,9/30/1996
1996,M10,1996 Oct,167,2.6,10/31/1996
1996,M11,1996 Nov,167.2,2.6,11/30/1996
1996,M12,1996 Dec,167,2.6,12/31/1996
1997,M01,1997 Jan,167.5,2.5,1/31/1997
1997,M02,1997 Feb,168.3,2.5,2/28/1997
1997,M03,1997 Mar,169,2.5,3/31/1997
1997,M04,1997 Apr,169.4,2.7,4/30/1997
1997,M05,1997 May,169.3,2.5,5/31/1997
1997,M06,1997 Jun,169.2,2.4,6/30/1997
1997,M07,1997 Jul,169.5,2.4,7/31/1997
1997,M08,1997 Aug,169.6,2.3,8/31/1997
1997,M09,1997 Sep,170,2.2,9/30/1997
1997,M10,1997 Oct,170.8,2.3,10/31/1997
1997,M11,1997 Nov,170.8,2.2,11/30/1997
1997,M12,1997 Dec,170.7,2.2,12/31/1997
1998,M01,1998 Jan,171.2,2.2,1/31/1998
1998,M02,1998 Feb,172.1,2.3,2/28/1998
1998,M03,1998 Mar,172.6,2.1,3/31/1998
1998,M04,1998 Apr,173,2.1,4/30/1998
1998,M05,1998 May,173.1,2.2,5/31/1998
1998,M06,1998 Jun,173,2.2,6/30/1998
1998,M07,1998 Jul,173.3,2.2,7/31/1998
1998,M08,1998 Aug,173.8,2.5,8/31/1998
1998,M09,1998 Sep,174.2,2.5,9/30/1998
1998,M10,1998 Oct,174.7,2.3,10/31/1998
1998,M11,1998 Nov,174.8,2.3,11/30/1998
1998,M12,1998 Dec,174.8,2.4,12/31/1998
1999,M01,1999 Jan,175.3,2.4,1/31/1999
1999,M02,1999 Feb,175.7,2.1,2/28/1999
1999,M03,1999 Mar,176.2,2.1,3/31/1999
1999,M04,1999 Apr,176.8,2.2,4/30/1999
